database|detection_method|evidence|evidence_type|label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000177606|gene|tflink.net|ENSG00000160224|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000245848|gene|tflink.net|ENSG00000181092|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000137203|gene|tflink.net|ENSG00000121552|gene|9606
"[""GTRD"", ""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:21796151"", ""pubmed:27924024"", ""pubmed:18971253"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000115415|gene|tflink.net|ENSG00000128422|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:12168776"", ""pubmed:23954444""]"|small_scale_evidence|regulates|TFLink|ENSG00000168610|gene|tflink.net|ENSG00000019991|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000054967|gene|9606
"[""IntAct_via_DoRothEA""]"|inferred by curator|"[""pubmed:24311788"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000126368|gene|tflink.net|ENSG00000131482|gene|9606
"[""ORegAnno"", ""PAZAR"", ""TRED"", ""TRRUST""]"|inferred by curator|"[""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:17158885""]"|small_scale_evidence|regulates|TFLink|ENSG00000120738|gene|tflink.net|ENSG00000157227|gene|9606
"[""DoRothEA"", ""GTRD"", ""ORegAnno"", ""PAZAR""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18431400"", ""pubmed:31340985"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000100949|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18213392"", ""pubmed:22761861"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000143493|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000166949|gene|tflink.net|ENSG00000114854|gene|9606
"[""IntAct_via_DoRothEA""]"|inferred by curator|"[""pubmed:26977885"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000163435|gene|tflink.net|ENSG00000074181|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:22968857""]"|small_scale_evidence|regulates|TFLink|ENSG00000244405|gene|tflink.net|ENSG00000087245|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141905|gene|tflink.net|ENSG00000081051|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:23121767"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000164889|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000126561|gene|tflink.net|ENSG00000101017|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:19139882""]"|small_scale_evidence|regulates|TFLink|ENSG00000185122|gene|tflink.net|ENSG00000204516|gene|9606
"[""HTRI"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29087512"", ""pubmed:22900683"", ""pubmed:17561809""]"|small_scale_evidence|regulates|TFLink|ENSG00000172845|gene|tflink.net|ENSG00000115616|gene|9606
"[""GTRD"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:9632793"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000123268|gene|tflink.net|ENSG00000134333|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000165280|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15964798"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000048052|gene|tflink.net|ENSG00000120889|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20516113"", ""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000102755|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18687701"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000175832|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:22951069""]"|small_scale_evidence|regulates|TFLink|ENSG00000148737|gene|tflink.net|ENSG00000107485|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000120738|gene|tflink.net|ENSG00000018236|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:10455131"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000135457|gene|tflink.net|ENSG00000171560|gene|9606
"[""FANTOM4_via_DoRothEA"", ""TRED""]"|inferred by curator|"[""pubmed:17202159"", ""pubmed:20211142"", ""pubmed:8663022""]"|small_scale_evidence|regulates|TFLink|ENSG00000143190|gene|tflink.net|ENSG00000066336|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000177606|gene|tflink.net|ENSG00000139974|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:18419541"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000152217|gene|tflink.net|ENSG00000073756|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000184402|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:11013233"", ""pubmed:27899662"", ""pubmed:11035254"", ""pubmed:22459801"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000116044|gene|tflink.net|ENSG00000181019|gene|9606
"[""GTRD"", ""HTRI"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:21886810"", ""pubmed:22761861"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:19015243"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000161800|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:20876458"", ""pubmed:22898599"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000159216|gene|tflink.net|ENSG00000101335|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:21220346"", ""pubmed:11097782"", ""pubmed:29087512"", ""pubmed:10446911""]"|small_scale_evidence|regulates|TFLink|ENSG00000136574|gene|tflink.net|ENSG00000104899|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000128245|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761689"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000111206|gene|tflink.net|ENSG00000171346|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:15979574""]"|small_scale_evidence|regulates|TFLink|ENSG00000172845|gene|tflink.net|ENSG00000184956|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:8910619"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000101076|gene|tflink.net|ENSG00000117601|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000103174|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:21655924"", ""pubmed:29087512"", ""pubmed:23242655"", ""pubmed:15870696""]"|small_scale_evidence|regulates|TFLink|ENSG00000169057|gene|tflink.net|ENSG00000091831|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118513|gene|tflink.net|ENSG00000143977|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:22288532"", ""pubmed:17448444"", ""pubmed:17921436"", ""pubmed:27924024"", ""pubmed:21123766"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000198911|gene|tflink.net|ENSG00000169174|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:27924024"", ""pubmed:7880446"", ""pubmed:29126285"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000164032|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:19783654"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000168610|gene|tflink.net|ENSG00000165029|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118260|gene|tflink.net|ENSG00000140479|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:17370299"", ""pubmed:21830402"", ""pubmed:29087512"", ""pubmed:10649433""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000147889|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000275342|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:12351634""]"|small_scale_evidence|regulates|TFLink|ENSG00000118689|gene|tflink.net|ENSG00000115290|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:20227041"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000155090|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000131759|gene|tflink.net|ENSG00000028137|gene|9606
"[""FANTOM4_via_DoRothEA"", ""GTRD"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:10982836"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:20211142""]"|small_scale_evidence|regulates|TFLink|ENSG00000115966|gene|tflink.net|ENSG00000175197|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000140009|gene|tflink.net|ENSG00000164867|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:15171250"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000116604|gene|tflink.net|ENSG00000048052|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:16164412"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000175197|gene|tflink.net|ENSG00000115966|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:11223338"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000105664|gene|9606
"[""GTRD"", ""HTRI"", ""TRRD_via_DoRothEA"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:18624763"", ""pubmed:11752324"", ""pubmed:12759366"", ""pubmed:15722551"", ""pubmed:10713142"", ""pubmed:12270858"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000164867|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22777675"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000196628|gene|tflink.net|ENSG00000174469|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17505060"", ""pubmed:29126285"", ""pubmed:20610535"", ""pubmed:19789348"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000169083|gene|tflink.net|ENSG00000006468|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000103056|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ORegAnno""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:24234451"", ""pubmed:25295465"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000184719|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:12695333"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000130826|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:20478527"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000157554|gene|tflink.net|ENSG00000167751|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:14563113""]"|small_scale_evidence|regulates|TFLink|ENSG00000123358|gene|tflink.net|ENSG00000117560|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:7983788"", ""pubmed:29126285"", ""pubmed:16707431"", ""pubmed:29087512"", ""pubmed:1311316""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000171105|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20460431"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000106546|gene|tflink.net|ENSG00000118777|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118513|gene|tflink.net|ENSG00000136807|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:24234451"", ""pubmed:24835590""]"|small_scale_evidence|regulates|TFLink|ENSG00000137203|gene|tflink.net|ENSG00000091831|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22415074"", ""pubmed:11830330"", ""pubmed:29126285"", ""pubmed:15048879"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000102265|gene|9606
"[""GTRD"", ""HTRI"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:12360408"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000137331|gene|9606
"[""HTRI"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:12601364"", ""pubmed:21292004"", ""pubmed:21920351"", ""pubmed:16608838"", ""pubmed:12606758"", ""pubmed:19129222"", ""pubmed:11991950"", ""pubmed:23807564"", ""pubmed:15269186"", ""pubmed:18540626"", ""pubmed:29087512"", ""pubmed:21342487"", ""pubmed:19232333"", ""pubmed:18096673"", ""pubmed:15100175"", ""pubmed:15650019"", ""pubmed:22900683"", ""pubmed:20171174""]"|small_scale_evidence|regulates|TFLink|ENSG00000144852|gene|tflink.net|ENSG00000160868|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:12695333"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000126368|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:15988004"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000159216|gene|tflink.net|ENSG00000196712|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000256525|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000245848|gene|tflink.net|ENSG00000110092|gene|9606
"[""ORegAnno""]"|inferred by curator|"[""pubmed:15933209"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000111206|gene|tflink.net|ENSG00000115718|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000269404|gene|9606
